Age,Gender,Stream,ssc_p,hsc_p,Hostel,HistoryOfBacklogs,Internships,CGPA,PlacedOrNot
21,Male,Civil,64.6,82,1,1,0,6,0
22,Male,Mechanical,56.6,57,1,0,1,6,0
22,Male,Electronics And Communication,59,72,0,0,1,7,0
22,Male,Mechanical,66.5,61,1,0,1,7,0
22,Female,Mechanical,64,78,0,0,1,8,1
21,Male,Computer Science,84,63,0,1,0,7,0
21,Male,Electronics And Communication,69,64,0,0,0,8,1
21,Male,Mechanical,69,50,0,0,1,7,0
22,Male,Information Technology,81.7,90,0,0,0,7,0
21,Male,Computer Science,63,82,0,0,2,7,1
22,Male,Civil,84,63,0,0,1,8,1
22,Male,Electronics And Communication,70,70,0,0,0,8,1
22,Male,Mechanical,83.84,54,1,0,0,7,0
22,Male,Information Technology,62,61,0,0,1,7,0
22,Male,Computer Science,59.6,79,0,0,1,6,0
21,Male,Computer Science,66,68,0,0,1,6,0
22,Female,Civil,84,63,0,0,1,6,0
21,Female,Civil,85,72.8,0,0,1,8,1
22,Female,Computer Science,52,75,1,0,1,7,0
21,Male,Mechanical,60.23,80,1,0,1,8,1
30,Male,Computer Science,52,68.4,0,0,1,8,1
22,Male,Information Technology,58,40,0,1,0,8,1
21,Male,Information Technology,73,67,0,1,1,7,0
22,Female,Electronics And Communication,76,66.8,0,0,0,7,0
22,Male,Information Technology,70.5,59,1,0,1,8,1
22,Male,Civil,69,71,0,0,1,7,0
22,Male,Electrical,54,73,1,1,1,6,0
21,Female,Civil,45,61,0,1,1,7,0
21,Male,Computer Science,63,60,0,0,0,6,0
22,Male,Electrical,77,73.4,0,0,1,7,0
21,Male,Information Technology,73,89.7,0,1,0,8,1
21,Male,Computer Science,69,65,0,0,1,7,0
22,Male,Electrical,59,57,0,1,1,7,0
22,Male,Electrical,61.08,68,0,0,0,8,1
22,Male,Electrical,82,64,0,0,1,7,0
21,Male,Computer Science,61,92,0,0,1,7,0
21,Male,Computer Science,52,56,0,0,2,7,1
21,Male,Computer Science,69.5,59,0,0,0,7,0
22,Male,Electrical,51,63,0,1,0,7,0
22,Male,Computer Science,58,64,0,0,2,6,1
22,Male,Electronics And Communication,73.96,70,0,0,0,8,1
21,Male,Electrical,65,64.8,0,0,0,7,0
22,Male,Information Technology,73,64,0,0,1,6,0
21,Male,Computer Science,68.2,60,0,0,0,7,0
22,Female,Information Technology,77,64.89,0,0,0,8,1
22,Male,Electronics And Communication,76,50,0,0,1,7,0
21,Male,Information Technology,60.8,65.66,0,0,0,6,0
21,Male,Civil,58,63,1,0,0,7,0
22,Male,Electrical,64,74,0,0,1,8,1
22,Male,Computer Science,66.5,86,0,0,0,6,0
21,Male,Information Technology,74,58,0,0,0,7,0
21,Male,Civil,67,58.66,0,0,1,8,1
21,Male,Computer Science,84,65,0,0,1,7,0
22,Male,Civil,79,60.5,1,0,0,7,0
21,Male,Computer Science,72,59,0,1,2,7,0
22,Female,Electronics And Communication,80.4,63,0,0,0,8,1
21,Male,Computer Science,76.7,74.66,0,0,1,7,0
22,Male,Computer Science,62,69.4,0,0,1,6,0
21,Male,Computer Science,74.9,62.5,0,1,0,7,0
21,Male,Electronics And Communication,67,63,0,0,1,7,1
21,Male,Information Technology,73,49,0,1,1,8,1
21,Male,Electronics And Communication,77.44,74,0,0,0,7,1
22,Male,Information Technology,72,51,0,0,2,6,1
22,Male,Computer Science,47,87.6,0,0,1,6,0
21,Male,Electronics And Communication,67,67,0,0,0,7,1
22,Male,Computer Science,82,72.5,0,0,1,6,1
21,Male,Electronics And Communication,77,78.33,0,0,0,8,1
22,Female,Information Technology,65,62,0,0,0,8,1
22,Male,Information Technology,66,62,0,0,1,7,0
21,Male,Information Technology,85,51,1,0,2,6,1
21,Male,Computer Science,77.67,42.16,0,0,2,8,1
22,Female,Information Technology,52,67.2,1,0,2,7,1
21,Male,Computer Science,89.4,80,0,0,2,7,1
21,Male,Information Technology,62,58,0,0,2,8,1
21,Male,Computer Science,70,52,0,0,2,7,1
22,Female,Information Technology,77,50.83,1,0,1,7,1
22,Male,Computer Science,44,62,0,0,2,7,1
21,Male,Electrical,71,60,0,0,1,8,1
21,Male,Information Technology,65,97,0,1,2,7,0
22,Male,Computer Science,75.4,56,0,1,1,8,1
21,Male,Computer Science,49,64,0,0,1,7,0
21,Male,Civil,53,71.5,0,0,2,6,0
22,Male,Electrical,51.57,60.33,0,0,1,6,0
21,Male,Information Technology,84.2,65,0,1,1,8,1
21,Male,Electronics And Communication,66.5,77,0,0,1,7,0
21,Male,Electrical,67,62.83,0,1,1,7,1
21,Male,Electrical,52,72,0,0,2,8,1
22,Male,Electronics And Communication,87,64,0,0,1,8,1
22,Male,Mechanical,55.6,65.5,1,0,1,8,1
21,Male,Civil,74.2,47,1,1,2,8,1
22,Female,Computer Science,63,77.6,1,0,1,6,1
22,Male,Electrical,67.16,70.2,0,0,2,6,1
22,Male,Mechanical,63.3,61,1,0,2,7,0
22,Female,Electronics And Communication,62,61.4,0,0,1,7,0
22,Female,Electronics And Communication,67.9,63,0,0,2,8,1
22,Male,Electronics And Communication,48,55,0,0,1,8,1
21,Male,Mechanical,59.96,76,1,0,1,6,0
22,Male,Mechanical,63.4,63,1,0,2,6,1
22,Male,Civil,80,53,0,0,1,6,0
21,Male,Mechanical,73,70,1,0,1,8,1
21,Female,Information Technology,52,65,0,0,2,6,1
21,Male,Electronics And Communication,73.24,60,0,0,2,8,1
21,Male,Information Technology,63,63,0,1,2,8,1
22,Male,Computer Science,59,63,0,0,2,7,0
22,Male,Information Technology,73,61.33,0,0,1,8,1
22,Male,Electrical,68,73,0,0,2,8,1
22,Male,Electronics And Communication,77.8,62,0,0,2,8,1
21,Male,Computer Science,65,42,0,0,2,6,1
22,Male,Computer Science,62,78,0,0,1,7,1
21,Female,Mechanical,52,60,1,0,1,7,0
21,Male,Computer Science,65,72,0,0,2,6,1
22,Female,Computer Science,56.28,82,1,0,1,6,1
21,Male,Mechanical,88,60,1,1,1,6,0
22,Male,Electronics And Communication,52,67,0,1,1,7,0
21,Female,Computer Science,78.5,66,1,0,1,8,1
22,Male,Electrical,61.8,58,0,0,1,7,0
21,Male,Information Technology,54,78,1,0,2,6,1
21,Female,Information Technology,64,91,0,1,1,7,1
22,Female,Information Technology,67,78.33,0,0,1,6,1
21,Male,Mechanical,65.2,68,1,0,2,6,1
22,Male,Mechanical,60,52,1,0,1,6,0
21,Male,Electronics And Communication,52,73.6,0,0,1,7,1
22,Male,Information Technology,66,49.8,0,0,0,6,1
22,Male,Civil,72,49.2,0,0,1,8,1
21,Male,Electrical,83.96,64,0,0,0,7,0
22,Male,Electronics And Communication,67,79,0,0,1,7,0
22,Female,Information Technology,69,70,0,0,1,8,1
22,Female,Electrical,69,61,0,1,1,6,0
21,Male,Mechanical,54.2,68.4,1,0,0,7,0
22,Male,Electronics And Communication,70,55,0,0,0,7,0
22,Male,Information Technology,55.68,87,1,0,1,7,0
22,Male,Computer Science,74,47,0,1,0,7,0
21,Male,Electronics And Communication,61,75,1,1,1,8,1
22,Male,Computer Science,41,66.2,0,0,0,6,0
22,Male,Information Technology,83.33,67,0,0,0,7,0
21,Male,Electronics And Communication,43,66,0,0,1,6,0
22,Male,Mechanical,62,67,1,1,1,7,0
22,Male,Computer Science,80.6,65,0,0,2,7,0
22,Female,Electrical,58,76,1,1,1,7,0
21,Male,Civil,67,60.8,0,0,1,6,0
22,Male,Civil,74,60,0,0,0,6,0
22,Male,Electrical,62,97.7,0,0,0,7,0
21,Male,Computer Science,62.83,54.6,0,0,1,7,0
22,Female,Information Technology,72,79,0,0,0,6,0
21,Male,Electrical,64,67,0,0,0,8,1
21,Male,Mechanical,65.5,76.5,1,0,0,7,0
21,Male,Computer Science,47,67,0,0,1,6,0
22,Male,Computer Science,77.6,73.5,0,0,0,7,0
22,Female,Civil,70.2,53,0,0,1,8,1
22,Female,Information Technology,61,81,0,0,1,7,0
21,Female,Information Technology,61.4,65,0,1,2,8,1
21,Male,Computer Science,63,51,0,0,1,8,1
22,Male,Information Technology,55,78,0,0,0,8,1
21,Female,Electronics And Communication,76,44,0,0,0,6,0
22,Male,Civil,63,76,1,0,2,6,1
21,Male,Electronics And Communication,53,58,0,0,2,8,1
21,Male,Mechanical,70,68,1,0,0,7,0
21,Male,Electrical,65,77,0,0,0,7,0
22,Male,Mechanical,60,63.16,1,0,0,8,1
21,Male,Civil,63,39,0,0,0,6,0
22,Male,Information Technology,63,87,0,0,0,8,1
21,Male,Computer Science,61.33,73,0,0,1,7,0
22,Male,Computer Science,73,64,0,0,1,8,1
21,Male,Information Technology,62,71.98,0,0,2,8,1
22,Male,Information Technology,42,60,0,0,1,7,0
22,Female,Civil,78,62,0,0,1,6,0
21,Male,Computer Science,60,37,0,0,0,8,1
21,Male,Computer Science,72,73.2,0,1,0,8,1
21,Male,Mechanical,82,61.12,1,0,2,6,1
21,Male,Electrical,60,45.83,0,0,1,8,1
25,Male,Computer Science,67,70,0,0,0,7,0
26,Male,Electronics And Communication,66,60,0,0,2,6,1
24,Female,Electrical,58,66.6,0,1,1,8,1
25,Male,Computer Science,78,71.4,0,0,2,6,1
24,Female,Electronics And Communication,91,76,0,0,0,6,1
25,Male,Computer Science,78.33,62,0,0,1,8,1
23,Male,Electronics And Communication,68,65.58,0,0,0,9,1
24,Male,Electrical,52,70,0,0,1,7,1
25,Male,Civil,73.6,73.4,1,0,0,9,1
25,Male,Computer Science,49.8,64.2,0,0,1,8,1
26,Female,Information Technology,49.2,70,0,0,1,6,1
26,Male,Information Technology,64,73,1,0,1,6,1
25,Male,Electrical,79,47,0,0,0,8,1
26,Male,Information Technology,70,74,0,0,0,8,1
24,Male,Information Technology,61,78.5,0,0,0,8,1
25,Male,Computer Science,68.4,47,0,0,1,8,1
23,Male,Computer Science,55,73,0,0,1,6,1
23,Male,Civil,87,61,0,0,0,7,0
24,Male,Electronics And Communication,47,70.29,0,0,1,9,1
25,Male,Computer Science,75,67,0,0,0,8,1
24,Male,Computer Science,66.2,83.83,0,1,0,7,1
24,Male,Mechanical,67,64.8,1,0,2,8,1
23,Male,Mechanical,66,62,1,0,1,8,1
26,Male,Information Technology,67,70.4,0,0,1,8,1
23,Female,Civil,65,80,0,1,1,7,0
26,Male,Computer Science,76,90.9,0,0,1,9,1
26,Male,Electrical,60.8,62,1,0,2,8,1
26,Male,Electrical,60,62,0,1,0,9,1
26,Male,Civil,97.7,63,0,0,0,6,1
24,Male,Mechanical,54.6,67,0,1,0,9,1
24,Male,Computer Science,79,79,0,0,1,7,1
23,Male,Electrical,67,63,0,0,0,8,1
26,Female,Mechanical,76.5,89.83,1,0,1,7,0
23,Male,Information Technology,67,63,0,0,1,7,0
24,Male,Mechanical,73.5,51,0,0,0,8,1
26,Male,Civil,53,62,0,0,0,9,1
25,Male,Electrical,81,75,0,0,0,7,0
23,Male,Mechanical,65,90,1,1,0,9,1
24,Female,Computer Science,51,57,1,0,1,8,1
23,Male,Information Technology,78,69,0,0,1,8,1
23,Male,Mechanical,44,62,1,0,0,7,0
26,Male,Computer Science,76,62,0,0,3,7,1
24,Male,Information Technology,58,78,0,0,1,6,1
26,Male,Electrical,68,70,0,0,1,8,1
23,Male,Computer Science,77,62.5,0,0,1,6,1
23,Male,Civil,63.16,73,0,0,1,7,0
26,Male,Information Technology,39,82,0,0,1,7,1
26,Male,Civil,87,57,0,0,0,7,0
24,Male,Computer Science,73,72,0,0,1,7,1
23,Male,Information Technology,64,61,0,0,0,8,1
26,Female,Information Technology,71.98,78,0,1,1,6,1
23,Male,Electronics And Communication,60,63,1,1,1,6,0
24,Male,Civil,62,64,0,0,0,7,0
24,Male,Computer Science,37,50,0,0,1,6,1
25,Male,Information Technology,73.2,90,0,0,1,6,1
25,Male,Computer Science,61.12,82,0,0,0,8,1
26,Male,Civil,45.83,63,1,0,0,8,1
24,Male,Mechanical,70,70,1,0,0,6,1
26,Female,Electrical,60,54,0,0,1,8,1
25,Male,Information Technology,66.6,61,0,0,1,8,1
22,Male,Computer Science,71.4,79,0,0,0,6,1
21,Male,Information Technology,76,68,0,0,0,6,1
22,Male,Electrical,62,63,0,0,1,6,0
22,Male,Information Technology,65.58,72.8,0,0,1,6,1
22,Female,Computer Science,70,75,1,0,1,6,1
22,Male,Electronics And Communication,73.4,80,0,0,1,8,1
21,Female,Computer Science,64.2,68.4,1,0,1,6,1
22,Male,Computer Science,70,40,0,0,1,6,0
21,Female,Information Technology,73,67,0,0,1,6,1
21,Male,Electrical,47,66.8,0,0,0,8,1
22,Male,Mechanical,74,59,1,0,0,7,0
22,Female,Computer Science,78.5,71,1,0,2,8,1
22,Male,Computer Science,47,73,0,0,1,8,1
22,Male,Computer Science,73,61,0,0,1,8,1
21,Male,Information Technology,61,60,0,0,0,7,1
21,Female,Electronics And Communication,70.29,73.4,0,0,0,6,0
21,Male,Electrical,67,89.7,0,0,1,6,0
22,Male,Computer Science,83.83,65,0,0,1,6,1
22,Male,Electrical,64.8,57,0,0,0,8,1
21,Male,Electrical,62,68,0,1,1,7,1
21,Female,Mechanical,70.4,64,0,0,1,7,0
22,Male,Electrical,80,92,1,0,0,7,0
21,Female,Information Technology,90.9,56,0,0,2,8,1
22,Male,Mechanical,62,59,1,0,0,8,1
21,Male,Computer Science,62,63,0,0,1,8,1
22,Male,Civil,63,64,1,1,0,6,0
21,Male,Information Technology,67,70,0,0,0,6,0
21,Female,Electronics And Communication,79,64.8,1,1,1,8,1
22,Female,Information Technology,63,64,0,0,1,8,1
22,Male,Mechanical,89.83,60,1,0,1,8,1
22,Male,Civil,63,64.89,1,0,0,8,1
22,Male,Civil,51,50,0,0,0,6,0
22,Male,Computer Science,62,65.66,0,0,1,8,1
22,Male,Electronics And Communication,62.83,63,0,0,1,8,1
22,Male,Computer Science,72,74,0,1,2,8,1
22,Female,Electrical,64,86,0,0,0,8,1
22,Male,Information Technology,65.5,58,1,0,1,7,1
22,Female,Computer Science,47,58.66,1,0,0,8,1
22,Male,Electrical,77.6,65,0,0,0,7,0
21,Male,Electronics And Communication,70.2,60.5,0,1,0,8,1
22,Female,Information Technology,61,59,0,0,0,7,1
21,Male,Computer Science,61.4,63,0,0,1,7,1
22,Male,Civil,63,74.66,0,0,1,6,0
21,Female,Information Technology,55,69.4,0,0,0,6,1
22,Male,Computer Science,76,62.5,0,0,1,8,1
21,Male,Mechanical,63,63,1,0,0,8,1
22,Male,Civil,53,49,0,0,0,6,0
22,Male,Computer Science,70,74,0,0,1,6,1
22,Male,Computer Science,65,51,0,0,1,7,1
21,Male,Civil,60,87.6,0,0,0,6,0
22,Male,Computer Science,63,67,0,0,1,8,1
21,Male,Civil,63,72.5,0,0,1,8,1
21,Male,Electronics And Communication,61.33,78.33,1,1,1,6,0
22,Female,Mechanical,73,62,0,0,1,8,1
22,Male,Information Technology,62,62,0,0,0,8,1
21,Male,Civil,42,51,0,0,0,6,0
22,Male,Electronics And Communication,78,42.16,0,0,1,6,0
21,Male,Mechanical,60,67.2,1,0,0,8,1
21,Female,Electrical,72,80,0,0,0,7,0
22,Male,Computer Science,82,58,0,0,0,6,1
22,Female,Information Technology,60,52,1,0,1,7,1
21,Male,Electronics And Communication,67,50.83,1,0,1,8,1
21,Male,Computer Science,66,62,0,0,2,8,1
22,Male,Civil,58,60,0,1,0,7,0
21,Male,Electronics And Communication,78,97,0,0,0,7,0
21,Male,Civil,91,56,1,0,0,8,1
21,Male,Mechanical,78.33,64,1,0,0,7,0
21,Female,Information Technology,68,71.5,0,0,0,7,1
21,Male,Electronics And Communication,52,60.33,0,0,2,6,1
21,Female,Information Technology,73.6,65,0,0,0,8,1
21,Male,Electronics And Communication,49.8,77,0,0,0,7,1
21,Male,Information Technology,49.2,62.83,0,0,1,8,1
22,Male,Electronics And Communication,64,72,0,0,3,7,0
21,Male,Mechanical,79,64,1,0,0,6,0
21,Male,Mechanical,70,65.5,1,0,0,6,0
21,Female,Mechanical,61,47,1,0,1,8,1
22,Male,Electrical,68.4,77.6,1,0,0,8,1
21,Male,Information Technology,55,70.2,0,0,0,6,1
22,Female,Information Technology,87,61,0,0,0,6,1
22,Male,Computer Science,47,61.4,0,0,1,6,0
21,Male,Information Technology,75,63,0,0,0,6,1
22,Male,Computer Science,66.2,55,0,0,1,7,1
22,Male,Mechanical,67,76,1,0,1,8,1
22,Male,Electrical,66,63,1,0,0,7,0
22,Male,Electronics And Communication,67,53,1,1,1,6,0
21,Male,Computer Science,65,70,0,0,0,7,1
22,Male,Electrical,76,65,0,0,1,6,0
21,Male,Electronics And Communication,60.8,60,0,0,0,6,0
22,Male,Information Technology,60,63,0,1,0,8,1
22,Male,Electronics And Communication,97.7,63,0,0,2,8,1
22,Male,Mechanical,54.6,61.33,1,0,1,7,0
22,Female,Information Technology,79,73,0,0,0,6,0
21,Male,Electrical,67,62,0,0,0,7,1
22,Male,Electronics And Communication,76.5,42,0,0,0,7,0
22,Male,Computer Science,67,78,0,0,1,7,1
21,Male,Computer Science,73.5,60,0,0,1,8,1
21,Male,Computer Science,53,72,0,0,2,7,1
22,Male,Information Technology,81,82,0,0,2,6,1
21,Male,Information Technology,65,60,0,0,1,6,1
22,Male,Civil,51,67,0,1,0,8,1
22,Male,Mechanical,78,66,1,0,1,7,0
21,Male,Computer Science,44,58,0,0,1,8,1
21,Male,Mechanical,76,91,1,0,0,8,1
21,Male,Electrical,58,78.33,1,1,2,7,1
21,Female,Computer Science,68,68,1,0,0,6,1
22,Male,Mechanical,77,52,0,0,1,6,0
22,Male,Civil,63.16,73.6,1,0,0,6,0
21,Male,Electronics And Communication,39,49.8,0,0,2,7,1
22,Female,Information Technology,87,49.2,0,0,0,8,1
22,Male,Electronics And Communication,73,64,0,0,0,6,0
22,Female,Information Technology,64,79,0,0,1,6,1
22,Male,Mechanical,71.98,70,1,0,1,7,0
22,Male,Mechanical,60,61,1,0,1,6,0
22,Male,Information Technology,62,68.4,0,0,0,8,1
22,Male,Information Technology,37,55,0,0,0,8,1
21,Male,Electrical,73.2,87,1,1,1,6,0
22,Male,Computer Science,61.12,47,0,0,1,7,1
21,Male,Computer Science,45.83,75,0,1,0,8,1
21,Male,Information Technology,70,66.2,0,0,2,6,1
21,Male,Electronics And Communication,60,67,1,1,1,8,1
22,Male,Information Technology,66.6,66,0,0,0,8,1
22,Female,Information Technology,71.4,67,0,0,0,8,1
22,Male,Computer Science,76,65,0,1,0,6,1
22,Male,Information Technology,62,76,0,0,1,8,1
21,Male,Computer Science,65.58,60.8,0,1,0,6,0
21,Male,Electrical,70,60,0,0,0,6,0
22,Male,Information Technology,73.4,97.7,0,1,1,8,1
22,Male,Mechanical,64.2,54.6,1,0,0,6,0
21,Male,Information Technology,70,79,0,0,1,8,1
22,Male,Electrical,73,67,0,0,1,7,0
22,Male,Electronics And Communication,47,76.5,0,0,0,8,1
21,Male,Information Technology,74,67,0,0,0,8,1
21,Female,Computer Science,78.5,73.5,1,0,1,7,1
22,Male,Information Technology,47,53,0,0,0,6,1
22,Male,Information Technology,73,81,0,0,0,7,1
22,Male,Civil,61,65,1,1,0,6,0
22,Male,Information Technology,70.29,51,0,0,1,7,0
21,Male,Electrical,67,78,0,0,1,8,1
21,Female,Information Technology,83.83,44,0,0,2,7,1
22,Male,Information Technology,64.8,76,0,0,3,8,1
22,Male,Mechanical,62,58,1,1,0,7,0
21,Female,Information Technology,70.4,68,1,0,1,6,0
22,Male,Mechanical,80,77,1,1,1,7,0
21,Male,Information Technology,90.9,63.16,0,0,1,6,0
21,Male,Mechanical,62,39,1,0,0,8,1
22,Male,Electrical,62,87,0,1,0,8,1
21,Male,Information Technology,63,73,0,0,1,8,1
21,Male,Computer Science,67,64,0,0,0,6,0
22,Male,Information Technology,79,71.98,0,0,0,7,0
21,Male,Mechanical,63,60,1,0,0,8,1
21,Male,Information Technology,89.83,62,0,0,0,7,0
21,Male,Electrical,63,37,0,0,0,6,0
21,Male,Electronics And Communication,51,73.2,1,1,1,7,0
21,Male,Civil,62,61.12,0,0,2,7,0
22,Female,Civil,67,45.83,0,0,1,8,1
22,Male,Information Technology,79.33,70,0,0,0,6,1
22,Female,Information Technology,65,60,0,0,1,6,1
22,Male,Civil,56,66.6,1,0,0,7,0
21,Male,Computer Science,85.8,71.4,0,1,0,8,1
22,Male,Information Technology,55,76,0,0,2,6,1
21,Male,Civil,46,62,0,0,0,6,0
21,Male,Civil,82,65.58,0,0,0,8,1
21,Male,Computer Science,73,70,0,0,0,7,1
21,Male,Civil,58,73.4,0,0,1,7,0
21,Male,Civil,58,64.2,0,0,1,6,0
21,Male,Information Technology,69.6,70,0,1,2,8,1
21,Female,Mechanical,47,73,1,0,1,6,0
22,Male,Information Technology,77,47,0,0,2,8,1
21,Female,Civil,62,74,0,1,1,8,1
22,Male,Information Technology,65,78.5,0,0,0,6,1
22,Male,Electronics And Communication,63,47,0,0,0,7,0
21,Male,Computer Science,55,73,0,0,1,8,1
22,Male,Information Technology,63,61,1,0,2,7,1
22,Male,Computer Science,60,70.29,0,0,1,7,1
22,Male,Information Technology,62,67,0,1,1,7,1
22,Male,Computer Science,79,83.83,0,0,1,7,1
22,Male,Mechanical,69.8,64.8,1,1,1,7,0
22,Female,Computer Science,77.4,62,1,0,1,7,0
22,Male,Mechanical,76.5,70.4,1,0,0,7,0
22,Male,Civil,52.58,80,0,0,0,8,1
22,Male,Information Technology,71,90.9,0,1,2,7,1
22,Male,Mechanical,63,62,1,0,0,7,0
22,Male,Computer Science,76.76,62,0,0,0,6,1
22,Male,Electronics And Communication,62,63,0,0,0,8,1
22,Male,Computer Science,64,67,0,0,1,8,1
22,Male,Computer Science,67,79,0,0,1,6,1
22,Male,Computer Science,61,63,0,0,2,7,1
21,Male,Computer Science,87,89.83,0,0,1,8,1
21,Male,Information Technology,62,63,0,1,0,7,1
22,Male,Computer Science,69,51,0,0,0,7,1
22,Female,Information Technology,51,62,0,0,0,8,1
22,Male,Information Technology,79,75,0,0,0,7,1
22,Male,Computer Science,73,90,0,0,0,8,1
21,Male,Civil,81,57,0,0,1,8,1
21,Male,Mechanical,78,69,1,0,0,7,0
21,Male,Information Technology,74,62,0,0,1,6,1
21,Male,Information Technology,49,62,0,0,1,8,1
21,Male,Mechanical,87,78,1,0,0,7,0
22,Male,Computer Science,77,70,0,0,1,7,1
21,Male,Computer Science,76,62.5,0,0,1,7,1
22,Male,Mechanical,70.89,73,1,0,1,8,1
22,Male,Information Technology,63,82,1,0,1,8,1
21,Male,Information Technology,63,57,0,1,0,6,1
21,Male,Information Technology,50,72,0,1,0,7,1
22,Male,Information Technology,75.2,61,0,0,2,8,1
22,Male,Electrical,54.4,78,1,1,0,8,1
22,Male,Mechanical,40.89,63,1,0,0,7,0
22,Female,Electronics And Communication,80,64,0,0,1,6,0
21,Male,Mechanical,74,50,1,0,0,8,1
21,Male,Electrical,60.4,90,0,0,0,7,0
22,Male,Electronics And Communication,63,82,0,0,1,6,0
21,Male,Civil,68,63,0,0,0,8,1
21,Male,Civil,74,70,1,0,0,8,1
22,Male,Computer Science,52.6,54,0,0,1,7,1
21,Male,Mechanical,74,61,1,0,1,6,0
21,Male,Information Technology,84.2,79,0,1,0,6,1
22,Female,Computer Science,86.5,68,1,0,0,8,1
21,Female,Computer Science,61,63,1,0,0,7,0
22,Male,Civil,80,72.8,0,0,0,8,1
22,Male,Computer Science,54,75,0,1,1,8,1
22,Male,Civil,83,80,0,1,0,6,0
22,Male,Mechanical,80.92,68.4,1,0,0,7,0
21,Male,Electronics And Communication,69.7,40,0,1,1,7,1
22,Male,Information Technology,73,67,0,0,0,8,1
22,Male,Computer Science,82,66.8,0,0,0,6,1
22,Male,Information Technology,75,59,0,0,1,8,1
21,Male,Electronics And Communication,84.86,71,0,0,1,7,0
22,Female,Computer Science,64.6,73,1,0,1,8,1
22,Female,Computer Science,56.6,61,1,0,2,7,1
22,Male,Electrical,59,60,0,0,0,6,0
22,Male,Mechanical,66.5,73.4,1,0,0,6,0
22,Male,Computer Science,64,89.7,0,0,2,7,1
22,Male,Mechanical,84,65,1,0,0,7,0
22,Male,Computer Science,69,57,0,0,1,7,1
21,Male,Information Technology,69,68,1,1,1,6,1
21,Male,Information Technology,81.7,64,0,1,1,6,1
22,Female,Information Technology,63,92,0,0,1,7,1
21,Male,Information Technology,84,56,0,1,2,8,1
21,Male,Civil,70,59,0,0,0,6,0
21,Male,Information Technology,83.84,63,0,0,0,6,1
22,Male,Information Technology,62,64,0,0,2,8,1
22,Male,Information Technology,59.6,70,0,0,1,8,1
21,Female,Computer Science,66,64.8,1,1,1,8,1
22,Male,Computer Science,84,64,0,0,1,7,1
22,Male,Electrical,85,60,0,0,2,6,1
21,Male,Civil,52,64.89,0,0,1,7,0
21,Male,Information Technology,60.23,50,0,1,2,7,1
22,Male,Information Technology,52,65.66,0,1,2,7,1
21,Male,Electronics And Communication,58,63,1,1,1,6,0
21,Male,Mechanical,73,74,1,1,1,8,1
22,Male,Information Technology,76,86,1,0,1,8,1
22,Male,Information Technology,70.5,58,0,1,2,6,1
21,Male,Computer Science,69,58.66,0,1,1,6,0
22,Male,Information Technology,54,65,0,0,2,7,1
22,Male,Information Technology,45,60.5,0,0,1,8,1
21,Male,Information Technology,63,59,0,1,2,7,1
21,Male,Electrical,77,63,0,0,2,8,1
22,Male,Civil,73,74.66,1,1,2,8,1
22,Male,Information Technology,69,69.4,0,0,2,6,1
22,Male,Information Technology,59,62.5,0,0,2,6,1
21,Female,Civil,61.08,63,0,0,2,7,0
22,Male,Electrical,82,49,0,1,1,7,0
22,Male,Civil,61,74,0,0,2,7,0
21,Male,Information Technology,52,51,0,0,2,8,1
21,Male,Civil,69.5,87.6,0,0,1,6,0
22,Female,Computer Science,51,67,1,0,2,6,1
21,Female,Electronics And Communication,58,72.5,0,0,1,7,1
22,Female,Information Technology,73.96,78.33,0,1,1,7,1
21,Male,Mechanical,65,62,1,0,2,6,1
22,Male,Mechanical,73,62,1,0,2,6,1
21,Male,Information Technology,68.2,51,0,0,2,7,1
22,Male,Computer Science,77,42.16,0,0,2,7,1
21,Male,Electrical,76,67.2,0,0,1,6,0
21,Female,Computer Science,60.8,80,0,0,1,6,1
22,Male,Civil,58,58,1,0,2,6,1
22,Male,Computer Science,64,52,0,0,1,7,1
21,Male,Information Technology,66.5,50.83,0,0,1,8,1
21,Male,Computer Science,74,62,0,0,2,7,1
22,Female,Mechanical,67,60,1,0,1,6,0
22,Female,Information Technology,84,97,0,0,1,8,1
22,Male,Mechanical,79,56,1,0,1,6,0
21,Male,Computer Science,72,64,0,1,1,8,1
21,Male,Computer Science,80.4,71.5,0,1,2,8,1
22,Male,Information Technology,76.7,60.33,0,0,2,8,1
22,Male,Mechanical,62,65,1,0,1,7,0
22,Male,Computer Science,74.9,77,0,0,2,7,0
21,Male,Computer Science,67,62.83,0,0,2,8,1
22,Male,Mechanical,73,72,1,0,1,7,0
21,Male,Computer Science,77.44,64,0,0,2,7,1
22,Male,Civil,72,65.5,0,0,1,6,0
22,Male,Civil,47,47,0,1,2,8,1
21,Male,Electrical,67,77.6,0,0,2,7,1
21,Female,Computer Science,82,70.2,1,1,1,6,0
22,Male,Computer Science,77,61,0,1,1,6,0
22,Male,Electrical,65,61.4,0,0,2,7,0
22,Female,Electronics And Communication,66,63,1,1,1,7,0
22,Male,Civil,85,55,0,0,1,7,0
21,Male,Electronics And Communication,77.67,76,0,0,2,6,1
21,Female,Electrical,52,63,0,0,2,8,1
22,Male,Computer Science,89.4,53,0,0,2,8,1
22,Female,Electronics And Communication,62,70,0,0,2,6,1
22,Male,Computer Science,70,65,0,0,1,7,0
21,Female,Electronics And Communication,77,60,1,1,1,8,1
22,Male,Electronics And Communication,44,63,0,0,1,7,0
